"Pays";"Nom de l'église";"Ville";"Région EEADCI";"District administratif";"Adresse complète";"Pasteur / Responsable";"Actif"
"Côte d'Ivoire";"Assemblée de Dieu de KOUMASSI";"KOUMASSI";"Abidjan-Sud";"Abidjan";"N/A";"YAO KOUAKOU - DIO MOISE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KOUMASSI";"KOUMASSI";"Abidjan-Sud";"Abidjan";"N/A";"LELOU FELICIEN - KAMBIRE SOULEYMANE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KOUMASSI";"KOUMASSI";"Abidjan-Sud";"Abidjan";"N/A";"AFFRAN LEON - APPIA ATTOPRA JEROME - ARIKO OKOMA SAMSON";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KOUMASSI";"KOUMASSI";"Abidjan-Sud";"Abidjan";"N/A";"BROU KONAN ANTOINE - BOHUI ROGER";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KOUMASSI";"KOUMASSI";"Abidjan-Sud";"Abidjan";"N/A";"KOUADIO JEAN BAPTISTE - KOUADIO KOUASSI ALLA BERNARD";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KOUMASSI";"KOUMASSI";"Abidjan-Sud";"Abidjan";"N/A";"BANGORET DOMINIQUE - BLE SEVERAIN - GRAORO KABOGBO FULGENCE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KOUMASSI";"KOUMASSI";"Abidjan-Sud";"Abidjan";"N/A";"OULAITO OUHONLI GATIEN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de PORT - BOU�‹T";"PORT - BOU�‹T";"Abidjan-Sud";"Abidjan";"N/A";"ZONGO OUINDEMI";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de PORT - BOU�‹T";"PORT - BOU�‹T";"Abidjan-Sud";"Abidjan";"N/A";"ELLOGNE GODENSE - BROU YAO MARCELLIN - DJAKPA AWALE MAXIM ROGER - DJE KOUADIO LAMBERT";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de PORT - BOU�‹T";"PORT - BOU�‹T";"Abidjan-Sud";"Abidjan";"N/A";"LEBI DAGO GUILLAUME";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de PORT - BOU�‹T";"PORT - BOU�‹T";"Abidjan-Sud";"Abidjan";"N/A";"GOBOU KONIEN DAVID - KANGA KOUAKOU - KOUAME CYRILLE RODRIGUE - FADIAW KASSI JOSEPH";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de PORT - BOU�‹T";"PORT - BOU�‹T";"Abidjan-Sud";"Abidjan";"N/A";"AWOUNAN YAO LEON - GNAHORE OLIVIER";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de PORT - BOU�‹T";"PORT - BOU�‹T";"Abidjan-Sud";"Abidjan";"N/A";"MAMBO ANTOINE - TETI LAGO APPOLINAIRE - MOYENGA PAUL MARIUS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de PORT - BOU�‹T";"PORT - BOU�‹T";"Abidjan-Sud";"Abidjan";"N/A";"OBOU ELJOENAI OBOUE PATRICK EVARISTE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de PORT - BOU�‹T";"PORT - BOU�‹T";"Abidjan-Sud";"Abidjan";"N/A";"TCHOUMOU JEAN-YVES - BLOKOUI GNAGNAN MICHEL -GOULIA GUILLAUME";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de MARCORY";"MARCORY";"Abidjan-Sud";"Abidjan";"N/A";"GOBISSAY AKE LUDOVIC - SERI FERDINAND MONOKO -KOFFI N�€™DRI ALBERT";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de MARCORY";"MARCORY";"Abidjan-Sud";"Abidjan";"N/A";"N�€™GUESSAN YEDE EMILE - NIME BOMBE FLORENTIN NARCISSE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de MARCORY";"MARCORY";"Abidjan-Sud";"Abidjan";"N/A";"GUEYE DJABET BERNADIN - KOUAME GILLES FIRMIN - BASSENE GERARD";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de MARCORY";"MARCORY";"Abidjan-Sud";"Abidjan";"N/A";"ZOHOURI KOUYO ISIDORE - TOA BI FOUALI GERMAIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de MARCORY";"MARCORY";"Abidjan-Sud";"Abidjan";"N/A";"DIBY KOUASSI ERNEST";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de MARCORY";"MARCORY";"Abidjan-Sud";"Abidjan";"N/A";"KOUADIO N'DRI";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de TREICHVILLE";"TREICHVILLE";"Abidjan-Sud";"Abidjan";"N/A";"EHIMAN AZANY MICHAEL - KOUADIO GBOHOUN KOUAME LAZARE - GLAHOU N'GUESSAN MARCELLIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de TREICHVILLE";"TREICHVILLE";"Abidjan-Sud";"Abidjan";"N/A";"PALEFO SORMITE DAVID";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de CAS SOCIAL";"CAS SOCIAL";"Abidjan-Sud";"Abidjan";"N/A";"GUEI KOUIHYAMIN DENIS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ABOISSO";"ABOISSO";"Aboisso";"Comoé";"N/A";"BOLOU BI YAO JASON HIPPOLYTE - EHUI JEAN-PATRICK";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ABOISSO";"ABOISSO";"Aboisso";"Comoé";"N/A";"DAH PROSPER";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ABOISSO";"ABOISSO";"Aboisso";"Comoé";"N/A";"GBETE GNAORE MATHIAS - ABOA LUCIEN - SEDJRO AMEVI";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ABY";"ABY";"Aboisso";"Comoé";"N/A";"YAO MANZAN DIEU-DONNE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ADIAKE";"ADIAKE";"Aboisso";"Comoé";"N/A";"EKRA POBI BERTIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AKOUNOUGBE";"AKOUNOUGBE";"Aboisso";"Comoé";"N/A";"KOUASSI MENEGBE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ASSINIE MAFIA";"ASSINIE MAFIA";"Aboisso";"Comoé";"N/A";"YABA TCHAKO DANIEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ALLOSSO 2";"ALLOSSO 2";"Aboisso";"Comoé";"N/A";"DIE SYLVAIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ASSOUBA";"ASSOUBA";"Aboisso";"Comoé";"N/A";"ASSOMA N�€™CHO SERVAIS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ASSOMLAN";"ASSOMLAN";"Aboisso";"Comoé";"N/A";"OULAI ALEXIS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ASSOUINDE";"ASSOUINDE";"Aboisso";"Comoé";"N/A";"SERY CAMILLE - DAKOURY DADJE FERDINAND";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AYAME";"AYAME";"Aboisso";"Comoé";"N/A";"LAH KAHOUMA MICHEL - GLE DIDIER";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ADIKOKOI";"ADIKOKOI";"Adzopé";"Lagunes";"N/A";"KOUAKOU N'DA KOUADIO";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ADZOPE";"ADZOPE";"Adzopé";"Lagunes";"N/A";"FALLE DIAGOUE JEAN CLAUDE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ADZOPE";"ADZOPE";"Adzopé";"Lagunes";"N/A";"GNAORE YVES ARNAUD";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ADZOPE";"ADZOPE";"Adzopé";"Lagunes";"N/A";"N/A";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ADZOPE";"ADZOPE";"Adzopé";"Lagunes";"N/A";"BAHI BLEY EMMANUEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ADZOPE";"ADZOPE";"Adzopé";"Lagunes";"N/A";"GRABI KAZA RICHARD - BOGNON GILLES THIERRY";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ADZOPE";"ADZOPE";"Adzopé";"Lagunes";"N/A";"BERNARD ZILO BOUE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ADZOPE";"ADZOPE";"Adzopé";"Lagunes";"N/A";"AMARY AHIKPA SERAPHIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ADZOPE";"ADZOPE";"Adzopé";"Lagunes";"N/A";"GBALOU ALEXIS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ADZOPE";"ADZOPE";"Adzopé";"Lagunes";"N/A";"DJE OUFFOUE MARTIN - KOFFI KOUAKOU ABEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ADZOPE";"ADZOPE";"Adzopé";"Lagunes";"N/A";"KOUASSI KOUAME ANDRE - EBA SEKOU ULRICH";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AFFERY";"AFFERY";"Adzopé";"Lagunes";"N/A";"AMOUATI KOUASSI N'GATTIA";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AFFERY";"AFFERY";"Adzopé";"Lagunes";"N/A";"KOUAME N�€™GORAN DANIEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ANANGUIE";"ANANGUIE";"Adzopé";"Lagunes";"N/A";"N/A";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ANANGUIE";"ANANGUIE";"Adzopé";"Lagunes";"N/A";"N/A";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ANANGUIE";"ANANGUIE";"Adzopé";"Lagunes";"N/A";"OUYAN BI OUYAN EDOUARD";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AGOU";"AGOU";"Adzopé";"Lagunes";"N/A";"N�€™ZUE KONAN MARTIN - AHOUSSI KADJO DESIRE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AKOUPE";"AKOUPE";"Adzopé";"Lagunes";"N/A";"WOWO SANGROH JEAN LORNAIS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AKOUPE";"AKOUPE";"Adzopé";"Lagunes";"N/A";"BLOKOUI GNAGNAN MICHEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ANAGUIE";"ANAGUIE";"Adzopé";"Lagunes";"N/A";"ZOUGOURI KATOA YANNICK";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ASSIKOI";"ASSIKOI";"Adzopé";"Lagunes";"N/A";"ADOU BROH THEODORE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ASSIKOI";"ASSIKOI";"Adzopé";"Lagunes";"N/A";"LAKADO DAGOUSSEGUE KOUAKOU";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BACON";"BACON";"Adzopé";"Lagunes";"N/A";"KROU BROU ANDRE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AGBOVILLE";"AGBOVILLE";"Agboville";"Lagunes";"N/A";"LASSANE DEMBELE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AGBOVILLE";"AGBOVILLE";"Agboville";"Lagunes";"N/A";"DJESSOU KOUASSI DOMINIQUE - BETTA BABO JEAN-CLAUDE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AGBOVILLE";"AGBOVILLE";"Agboville";"Lagunes";"N/A";"DAGROU KOUDOU JEAN BAPTISTE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AGBOVILLE";"AGBOVILLE";"Agboville";"Lagunes";"N/A";"DAGO ZIKPE ALAIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AMANGBEU";"AMANGBEU";"Agboville";"Lagunes";"N/A";"TANOH GNAMIENWA YAO ALBERT";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ANON";"ANON";"Agboville";"Lagunes";"N/A";"N'KOU N'KOU VINCENT";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ATTIGUEI";"ATTIGUEI";"Agboville";"Lagunes";"N/A";"N�€™KOUNOU KOFFI";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ATTOBROU";"ATTOBROU";"Agboville";"Lagunes";"N/A";"KOUDOU NAWA FRANCIS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AZAGUIE";"AZAGUIE";"Agboville";"Lagunes";"N/A";"GAHOULY KPEUKPA FAUSTIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AZAGUIE";"AZAGUIE";"Agboville";"Lagunes";"N/A";"DAHI STEPHANE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AZAGUIE";"AZAGUIE";"Agboville";"Lagunes";"N/A";"DJEZOU GASTON - OJO OLAYIOYE GABRIEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de CECHI";"CECHI";"Agboville";"Lagunes";"N/A";"YAPI YAPI MATHIAS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ERYMAKOUGUIE";"ERYMAKOUGUIE";"Agboville";"Lagunes";"N/A";"GBETE JACQUES GERSON";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GRAND MORIE";"GRAND MORIE";"Agboville";"Lagunes";"N/A";"KOUASSI EZECHIEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GUESSIGUIE";"GUESSIGUIE";"Agboville";"Lagunes";"N/A";"YAPI ASSI RAYMOND";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AGNIBILEKROU";"AGNIBILEKROU";"Agnibilékrou";"Comoé";"N/A";"SAKPA HERVE - GBOKO KOUABENA PROSPER";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AGNIBILEKROU";"AGNIBILEKROU";"Agnibilékrou";"Comoé";"N/A";"GUEI SEBOSSIE ANATOLE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BONDOUKOU BROUKRO";"BONDOUKOU BROUKRO";"Agnibilékrou";"Comoé";"N/A";"OUEDRAOGO ROBERT";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BRAYE-WATTE";"BRAYE-WATTE";"Agnibilékrou";"Comoé";"N/A";"ESMEL GEORGES";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AMORIAKRO";"AMORIAKRO";"Agnibilékrou";"Comoé";"N/A";"GAUD TCHELEO MARCELIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AKOBOISSUE";"AKOBOISSUE";"Agnibilékrou";"Comoé";"N/A";"DOGBA OGOU MATHIAS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ASSUEFRY";"ASSUEFRY";"Agnibilékrou";"Comoé";"N/A";"KOUASSI KOUAME";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DIEZUE";"DIEZUE";"Agnibilékrou";"Comoé";"N/A";"GNOUMOU CHRISTIAN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KOUASSI DATEKRO";"KOUASSI DATEKRO";"Agnibilékrou";"Comoé";"N/A";"SEBOA KOMENAN DANIEL - AKMEL JEAN MARIE FLORENTIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de APPIMANDOUM";"APPIMANDOUM";"Bondoukou";"Gontougo";"N/A";"AKA ODOH JEAN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BONDOUKOU";"BONDOUKOU";"Bondoukou";"Gontougo";"N/A";"ASSOUMOU KOUASSI - AKPOUE KOFFI";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BONDOUKOU";"BONDOUKOU";"Bondoukou";"Gontougo";"N/A";"KOUASSI DJANI";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BONDOUKOU";"BONDOUKOU";"Bondoukou";"Gontougo";"N/A";"DOGBEH KONI NAYO - TAKROU TAGBO BLAISE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BOUNA";"BOUNA";"Bondoukou";"Gontougo";"N/A";"KOUASSI KOUAKOU LAZARE - DOH YAHA NESTOR";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DOROPO";"DOROPO";"Bondoukou";"Gontougo";"N/A";"KOUASSI KOUADIO DOMINIQUE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de FLAKIEDOUGOU";"FLAKIEDOUGOU";"Bondoukou";"Gontougo";"N/A";"BROU SEKA MARIUS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GOUMERE";"GOUMERE";"Bondoukou";"Gontougo";"N/A";"ZAKO GUY HERVE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KALTOHUDOUO";"KALTOHUDOUO";"Bondoukou";"Gontougo";"N/A";"GNABOA DJAH PHILIPPE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KOHODIO";"KOHODIO";"Bondoukou";"Gontougo";"N/A";"SINGO LAYO";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KOUN-FAO";"KOUN-FAO";"Bondoukou";"Gontougo";"N/A";"ZEPHIRIN SEPI - KONAN KAN VALENTIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BONON";"BONON";"Bouaflé";"Sassandra-Marahoué";"N/A";"TAPLEY GAHA JEAN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BONON";"BONON";"Bouaflé";"Sassandra-Marahoué";"N/A";"SEGUI JEAN PAUL OLIVIER";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BOUAFLE";"BOUAFLE";"Bouaflé";"Sassandra-Marahoué";"N/A";"DJEDJI GREGOIRE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BOUAFLE";"BOUAFLE";"Bouaflé";"Sassandra-Marahoué";"N/A";"NAOUA SACRE - TOH GUEI SERGE AMBROISE - ZRIMBA AKOKO GUY ANGE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BOUAFLE";"BOUAFLE";"Bouaflé";"Sassandra-Marahoué";"N/A";"ASSIE KOUAME";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DIALET";"DIALET";"Bouaflé";"Sassandra-Marahoué";"N/A";"ADOM KOUASSI";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GARANGO";"GARANGO";"Bouaflé";"Sassandra-Marahoué";"N/A";"N/A";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GARANGO";"GARANGO";"Bouaflé";"Sassandra-Marahoué";"N/A";"KOUAME KOUAKOU";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KOUDOUGOU";"KOUDOUGOU";"Bouaflé";"Sassandra-Marahoué";"N/A";"DA TIMOTHEE ABRAHAM";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KPAKOUABO";"KPAKOUABO";"Bouaflé";"Sassandra-Marahoué";"N/A";"GOUALI RIGOBERT";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de SIETINFLA";"SIETINFLA";"Bouaflé";"Sassandra-Marahoué";"N/A";"N�€™GUETTA BILE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de TOSS 5";"TOSS 5";"Bouaflé";"Sassandra-Marahoué";"N/A";"DAH TOUHINTAMA ANDRE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ZAGOUTA";"ZAGOUTA";"Bouaflé";"Sassandra-Marahoué";"N/A";"ZOGA ZRIGA NOEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AKRADIO";"AKRADIO";"Dabou";"Lagunes";"N/A";"YAO KOUADIO FREDERIC";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BRAFEDON";"BRAFEDON";"Dabou";"Lagunes";"N/A";"ZOUE ELVIS WILSON";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DABOU";"DABOU";"Dabou";"Lagunes";"N/A";"KOUAME JEAN BOSCO - SILUE ADAMA";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DABOU";"DABOU";"Dabou";"Lagunes";"N/A";"BEHE ROGER - KONE ABOU - GNACADJA GUENOLE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DABOU";"DABOU";"Dabou";"Lagunes";"N/A";"N�€™TAKPE ADROH PASCAL - YAO KOUAME FRANCOIS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GBOUGBO";"GBOUGBO";"Dabou";"Lagunes";"N/A";"KRA N�€™GUESSAN APPOLINAIRE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GRAND LAHOU";"GRAND LAHOU";"Dabou";"Lagunes";"N/A";"ANE MICHEL - COULIBALY PEYOUNA";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de IRA";"IRA";"Dabou";"Lagunes";"N/A";"YAO YAO JOACHIM";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de IROBO";"IROBO";"Dabou";"Lagunes";"N/A";"KOUDOU OZOKOU ALPHONSE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de JACQUEVILLE";"JACQUEVILLE";"Dabou";"Lagunes";"N/A";"GUIRO LEBATO MATHURIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de LOPOU";"LOPOU";"Dabou";"Lagunes";"N/A";"GBOGBOU KACOU BORIS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de N'DJEM";"N'DJEM";"Dabou";"Lagunes";"N/A";"ZADI ODJE DOMINIGO ROGER";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BANDIAHI";"BANDIAHI";"Daloa";"Sassandra-Marahoué";"N/A";"DJE BI DJE RICHARD";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BEKIPREA";"BEKIPREA";"Daloa";"Sassandra-Marahoué";"N/A";"KOFFI N'GUESSAN YANICK";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GOGOGUHE";"GOGOGUHE";"Daloa";"Sassandra-Marahoué";"N/A";"BRIE YOMAN JEAN JACQUES";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GOHIVILLE";"GOHIVILLE";"Daloa";"Sassandra-Marahoué";"N/A";"KONE ADAMA";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GUIPIRI";"GUIPIRI";"Daloa";"Sassandra-Marahoué";"N/A";"GNUAN ATTIE LUC INNOCNET";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de IROGOGOUA";"IROGOGOUA";"Daloa";"Sassandra-Marahoué";"N/A";"KOUAME KOFFI APPOLINAIRE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de LUENOUFLA";"LUENOUFLA";"Daloa";"Sassandra-Marahoué";"N/A";"ARRAH ASSAMOI VALERY";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de MONOKOZO�";"MONOKOZO�";"Daloa";"Sassandra-Marahoué";"N/A";"ITO JEAN CLAUDE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de OUROUTA";"OUROUTA";"Daloa";"Sassandra-Marahoué";"N/A";"GBA� SAGUI THIERRY";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ABONGOUA";"ABONGOUA";"Daoukro";"Lacs";"N/A";"N'GUESSAN GUIGRE JOSEPH";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ANANDA";"ANANDA";"Daoukro";"Lacs";"N/A";"NOMAOU N'GUESSAN HAMIDOU";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ARRAH-KOUADIOKRO";"ARRAH-KOUADIOKRO";"Daoukro";"Lacs";"N/A";"EHOUSSOU EMMANUEL KABLAN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ASSIE-AKPESSE";"ASSIE-AKPESSE";"Daoukro";"Lacs";"N/A";"KRA ATTA BARTHELEMY";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BOUADIKRO";"BOUADIKRO";"Daoukro";"Lacs";"N/A";"KUYO DJEDJE CHARLES";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de FRONOBO";"FRONOBO";"Daoukro";"Lacs";"N/A";"OKOU  GRIGO HENRI FLORENT";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KOFFI-AMONKRO";"KOFFI-AMONKRO";"Daoukro";"Lacs";"N/A";"OBEI BROU CONSTANT";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de N'GATTAKRO";"N'GATTAKRO";"Daoukro";"Lacs";"N/A";"N/A";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de N'GUESSANKRO";"N'GUESSANKRO";"Daoukro";"Lacs";"N/A";"GOORE BI DJESSAN NARCISSE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de N'GUINOU";"N'GUINOU";"Daoukro";"Lacs";"N/A";"OBA PACOME";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BROUDOUKOU-KPANDA";"BROUDOUKOU-KPANDA";"Divo";"Gôh-Djiboua";"N/A";"KODJOTCHY TANOE ABEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de CHIEPO";"CHIEPO";"Divo";"Gôh-Djiboua";"N/A";"KOUAME KOFFI SAMSON";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de CNRA";"CNRA";"Divo";"Gôh-Djiboua";"N/A";"ASSY BINGOU ETIENNE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DAIRO";"DAIRO";"Divo";"Gôh-Djiboua";"N/A";"MAH KESSE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DIDOKO";"DIDOKO";"Divo";"Gôh-Djiboua";"N/A";"PAUL-VALERY KOUASSI KOFFI";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DIVO";"DIVO";"Divo";"Gôh-Djiboua";"N/A";"OULASSIE KEMONGOUEMON RAPHAEL - LOHOURIGNON BABOU MATHIEU";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DIVO";"DIVO";"Divo";"Gôh-Djiboua";"N/A";"DIGBEU TOHOURI FULGENCE - DOULO BI DJEHI ALAIN SERGE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DIVO";"DIVO";"Divo";"Gôh-Djiboua";"N/A";"KOUASSI KONAN ANDRE -  KAKOU KAHKOU MANASSE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DIVO";"DIVO";"Divo";"Gôh-Djiboua";"N/A";"KAKOU KAHKOU MANASSE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DIVO";"DIVO";"Divo";"Gôh-Djiboua";"N/A";"KIPRE OUPOH";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DIVO";"DIVO";"Divo";"Gôh-Djiboua";"N/A";"KAMBOU EVARISTE - KONE MONKIE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DIVO";"DIVO";"Divo";"Gôh-Djiboua";"N/A";"OUEDRAOGO ISSA CLAVER - KLANE BI KLANE GILBERT";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DJIDJI";"DJIDJI";"Divo";"Gôh-Djiboua";"N/A";"GLAN DOUE MICHEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DJOKO";"DJOKO";"Divo";"Gôh-Djiboua";"N/A";"KOKO DOGA";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GLY";"GLY";"Divo";"Gôh-Djiboua";"N/A";"DAPRE ABOLOMA ISAAC - DOUAYOUA DRE ALAIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GOGOBRO";"GOGOBRO";"Divo";"Gôh-Djiboua";"N/A";"GUEU DOMI FREDERIC";"Oui"
