"Pays";"Nom de l'église";"Ville";"Région EEADCI";"District administratif";"Adresse complète";"Pasteur / Responsable";"Actif"
"Côte d'Ivoire";"Assemblée de Dieu de BAYOTA";"BAYOTA";"Gagnoa";"Gôh-Djiboua";"N/A";"NAGNIN KONE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BIAKOU";"BIAKOU";"Gagnoa";"Gôh-Djiboua";"N/A";"DAKPA TOMMY LOUIS ATHANASE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BRIHI";"BRIHI";"Gagnoa";"Gôh-Djiboua";"N/A";"DOUE DINDIA FIRMIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DABOUYO 3";"DABOUYO 3";"Gagnoa";"Gôh-Djiboua";"N/A";"BROU KOUASSI JOSEPH";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DIGNAGO";"DIGNAGO";"Gagnoa";"Gôh-Djiboua";"N/A";"KOUASSI KOUAKOU";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DOUGROU-PALEGNOA";"DOUGROU-PALEGNOA";"Gagnoa";"Gôh-Djiboua";"N/A";"KOUAKOU ANATOLE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GAGNOA";"GAGNOA";"Gagnoa";"Gôh-Djiboua";"N/A";"KABORE BOUKARI MOISE - YAO KOUASSI BLAISE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GAGNOA";"GAGNOA";"Gagnoa";"Gôh-Djiboua";"N/A";"WAH KOUYA";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GAGNOA";"GAGNOA";"Gagnoa";"Gôh-Djiboua";"N/A";"DJAHE MAHAN PASCAL - DEZA LAKO JEAN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GAGNOA";"GAGNOA";"Gagnoa";"Gôh-Djiboua";"N/A";"AKO BROU FELIX";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GAGNOA";"GAGNOA";"Gagnoa";"Gôh-Djiboua";"N/A";"HIEN WOFO";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GAGNOA";"GAGNOA";"Gagnoa";"Gôh-Djiboua";"N/A";"MOISE ZONGO - BROU KOUASSI BRUNO";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GALEBRE";"GALEBRE";"Gagnoa";"Gôh-Djiboua";"N/A";"VE SEROU YVES";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GODELILIE";"GODELILIE";"Gagnoa";"Gôh-Djiboua";"N/A";"KODJO TANOE KODJALEY NAZAIRE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GUEMENEDOU";"GUEMENEDOU";"Gagnoa";"Gôh-Djiboua";"N/A";"SEY ERIC NICAISE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BANGOLO";"BANGOLO";"Guiglo";"Montagnes";"N/A";"DIBI YAO GBRI PASCAL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BLOLEQUIN";"BLOLEQUIN";"Guiglo";"Montagnes";"N/A";"KADJO BROU NARCISSE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de C.I.B";"C.I.B";"Guiglo";"Montagnes";"N/A";"MONNEY KIMOU JUSTIN ST";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DIEOUZON CENTRE";"DIEOUZON CENTRE";"Guiglo";"Montagnes";"N/A";"DOUZA ROGER BASILE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DUEKOUE";"DUEKOUE";"Guiglo";"Montagnes";"N/A";"DJO SEVERIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DUEKOUE";"DUEKOUE";"Guiglo";"Montagnes";"N/A";"YONLI DIADA - KINIDOHOUN VALENTIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DUEKOUE";"DUEKOUE";"Guiglo";"Montagnes";"N/A";"GOH ALEXIS - KIPRE PIERRE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GBAPLEU";"GBAPLEU";"Guiglo";"Montagnes";"N/A";"YAMEOGO ANTOINE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GOHOUO ZAGNA";"GOHOUO ZAGNA";"Guiglo";"Montagnes";"N/A";"FEZAN BI FEZAN FLAVIEN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GUEHEBLY";"GUEHEBLY";"Guiglo";"Montagnes";"N/A";"ZEOUA BI IRIE BENJAMIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GUEZON";"GUEZON";"Guiglo";"Montagnes";"N/A";"YAO KOUAKOU ADAYE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GUIGLO";"GUIGLO";"Guiglo";"Montagnes";"N/A";"FRAN GOZE ANTOINE - AMANI KOFFI ANTOINE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GUIGLO";"GUIGLO";"Guiglo";"Montagnes";"N/A";"KOUADIO KOUASSI";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BOUNDIALI";"BOUNDIALI";"Korhogo";"Savanes";"N/A";"KYELEM MATHIAS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DIANRA";"DIANRA";"Korhogo";"Savanes";"N/A";"NEGONE BI HUE FELIX";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DIKODOUGOU";"DIKODOUGOU";"Korhogo";"Savanes";"N/A";"KOUAKOU CHRISTOPHE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de FERKESSEDOUGOU";"FERKESSEDOUGOU";"Korhogo";"Savanes";"N/A";"SAVADOGO JEREMIE - BLE GNOKA";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GOULIA";"GOULIA";"Korhogo";"Savanes";"N/A";"KOUADIO KOUADIO BERNARD";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KOLIA";"KOLIA";"Korhogo";"Savanes";"N/A";"KOUAKOU KOUASSI DAVID";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KASSERE";"KASSERE";"Korhogo";"Savanes";"N/A";"DIDIA MARCEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KORHOGO";"KORHOGO";"Korhogo";"Savanes";"N/A";"YOUAN BI YOUAN - LAGO FRANCK DIDIER - KOULAI ALPHONSE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KORHOGO";"KORHOGO";"Korhogo";"Savanes";"N/A";"KPAI TIETEMON SIMEON";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KORHOGO";"KORHOGO";"Korhogo";"Savanes";"N/A";"AIME JULIEN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KOUTO";"KOUTO";"Korhogo";"Savanes";"N/A";"OUEDRAOGO DAVID";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de M�€™BENGUE";"M�€™BENGUE";"Korhogo";"Savanes";"N/A";"ADOUKO REMI DIEUDONNE ASSOHOUN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BANNEU";"BANNEU";"Man";"Montagnes";"N/A";"AMOIKON AMAN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BIANKOUMA";"BIANKOUMA";"Man";"Montagnes";"N/A";"GORO KAMBOU";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BIN-HOUYE";"BIN-HOUYE";"Man";"Montagnes";"N/A";"ZOKOU ROBERT";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BLAPLEU";"BLAPLEU";"Man";"Montagnes";"N/A";"KOMO KOBENAN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BOGOUINE";"BOGOUINE";"Man";"Montagnes";"N/A";"LOUE JEAN RODRIGUE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BOROTOU-KORO";"BOROTOU-KORO";"Man";"Montagnes";"N/A";"KOUAME N�€™GUESSAN MARCELLIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DALEU";"DALEU";"Man";"Montagnes";"N/A";"DJAHA KOUAKOU HERVE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DANANE";"DANANE";"Man";"Montagnes";"N/A";"KATA NOMAN ALEXANDRE - OUATTARA KESSION - KOUASSI KOFFI";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de FACOBLY";"FACOBLY";"Man";"Montagnes";"N/A";"NITIEMA JEAN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GBANGBEGOUINE";"GBANGBEGOUINE";"Man";"Montagnes";"N/A";"GNAGNE IDJA DESIRE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BLAHOU";"BLAHOU";"San Pedro";"Bas-Sassandra";"N/A";"YOBOUET KOUASSI JACOB";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BRAZZAVILLE (GABIADJI)";"BRAZZAVILLE (GABIADJI)";"San Pedro";"Bas-Sassandra";"N/A";"SIBY THANDET RODRIGUE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de CORRIDOR 3S (SOTREF)";"CORRIDOR 3S (SOTREF)";"San Pedro";"Bas-Sassandra";"N/A";"KOUAME KOFFI SAMSON";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DJAPADJI";"DJAPADJI";"San Pedro";"Bas-Sassandra";"N/A";"YAO KOUADIO FREDERIC";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GAGNY";"GAGNY";"San Pedro";"Bas-Sassandra";"N/A";"NAHOUNOU AMINI ZEPHIRIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GROBONOU-DAN (GABIADJI)";"GROBONOU-DAN (GABIADJI)";"San Pedro";"Bas-Sassandra";"N/A";"DATCHIO PASSANE FRANCOIS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KPOTE";"KPOTE";"San Pedro";"Bas-Sassandra";"N/A";"N'GUESSAN N'GUESSAN CELESTIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KREMOUE COLAS";"KREMOUE COLAS";"San Pedro";"Bas-Sassandra";"N/A";"KONE WAONAMA KEVIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de NABOVILLE";"NABOVILLE";"San Pedro";"Bas-Sassandra";"N/A";"ATTUOMAN KACOU JEAN CLAUDE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de SAINTE MARIE";"SAINTE MARIE";"San Pedro";"Bas-Sassandra";"N/A";"GNABOA DJAH PHILIPPE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ADEBEM";"ADEBEM";"Sassandra";"Bas-Sassandra";"N/A";"KOUAME KOUTOUA SIMPLICE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BOLO V3";"BOLO V3";"Sassandra";"Bas-Sassandra";"N/A";"BANDAMAN KOUAME HONORE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BOLO SIPEF-CI";"BOLO SIPEF-CI";"Sassandra";"Bas-Sassandra";"N/A";"NEBIE BELERE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de CANTONDOUGOU";"CANTONDOUGOU";"Sassandra";"Bas-Sassandra";"N/A";"KOFFI KOFFI SEVERIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de CARREFOUR - NIANI";"CARREFOUR - NIANI";"Sassandra";"Bas-Sassandra";"N/A";"SEKA ASSI BASILE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DAKPADOU";"DAKPADOU";"Sassandra";"Bas-Sassandra";"N/A";"ABOUSSOU MARC";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DASSIOKO";"DASSIOKO";"Sassandra";"Bas-Sassandra";"N/A";"KONE KOLOTCHOLOMA";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de FRESCO";"FRESCO";"Sassandra";"Bas-Sassandra";"N/A";"SIKABE SIP OMAR - SEREBO DIDIER EMMANUEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GAOULOU";"GAOULOU";"Sassandra";"Bas-Sassandra";"N/A";"BROU BONY LEONCE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GBAGBAM";"GBAGBAM";"Sassandra";"Bas-Sassandra";"N/A";"MAIZANE KOUAME BADOU";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BONOUFLA";"BONOUFLA";"Séguéla";"Woroba";"N/A";"ALAMPOA TIGAHIRE MATHIAS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de MANFLA";"MANFLA";"Séguéla";"Woroba";"N/A";"KABA TIEMOKO";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GOHITAFLA";"GOHITAFLA";"Séguéla";"Woroba";"N/A";"ZADDY SAMUEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de KANI";"KANI";"Séguéla";"Woroba";"N/A";"OUATTARA ALI SILAS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de MANKONO";"MANKONO";"Séguéla";"Woroba";"N/A";"YOBOUET YOBA JEAN MICHEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de PELEZI";"PELEZI";"Séguéla";"Woroba";"N/A";"FALLE YVES PRIVAT";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de SEGUELA";"SEGUELA";"Séguéla";"Woroba";"N/A";"OUEDRAOGO AMADOU VINCENT - GBONNAHO SERGE YAROU";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de SIFCI";"SIFCI";"Séguéla";"Woroba";"N/A";"KIMOU SEKA PAULIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de VAAFLA";"VAAFLA";"Séguéla";"Woroba";"N/A";"KANAN CONSTANTIN ZE SERGE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de VAVOUA";"VAVOUA";"Séguéla";"Woroba";"N/A";"BINDET ASSOUMOU - SERI DONWAHI EDMOND FULGENCE -OWENA SANA GAUDENS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de VAVOUA";"VAVOUA";"Séguéla";"Woroba";"N/A";"KANE KAMONGO ELIE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ITP-CAMPUS";"ITP-CAMPUS";"Sikensi";"Lagunes";"N/A";"GNANCHOU BECHIE DESIRE - N�€™GUESSAN KOUAME ANICET";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ABOUDE MANDEKE";"ABOUDE MANDEKE";"Sikensi";"Lagunes";"N/A";"KOUAME YAO JULES";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AGNIMANGBO";"AGNIMANGBO";"Sikensi";"Lagunes";"N/A";"KOALA N�€™GORAN ADAMA THOMAS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AMANI-MENOU";"AMANI-MENOU";"Sikensi";"Lagunes";"N/A";"GNAHOUA DAYORO JOACHIM";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de AWATI";"AWATI";"Sikensi";"Lagunes";"N/A";"MEA KENAN ARMEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BACANDA";"BACANDA";"Sikensi";"Lagunes";"N/A";"KOUAME KONAN JOACHIM";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BADASSO";"BADASSO";"Sikensi";"Lagunes";"N/A";"GOULY BOUAZO THEOPHILE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BAKANOU A";"BAKANOU A";"Sikensi";"Lagunes";"N/A";"TAPLEY GAHA JEAN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BAKANOU B";"BAKANOU B";"Sikensi";"Lagunes";"N/A";"NYAMIKE MIEZAN ADJANVO";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BECEDI";"BECEDI";"Sikensi";"Lagunes";"N/A";"KORE EMMANUEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BALEYO";"BALEYO";"Soubré";"Bas-Sassandra";"N/A";"GUISSA KOUBA ZOHOURY JOEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BUYO";"BUYO";"Soubré";"Bas-Sassandra";"N/A";"N/A";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BUYO";"BUYO";"Soubré";"Bas-Sassandra";"N/A";"GNAHOUAN AHOUA";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BUYO";"BUYO";"Soubré";"Bas-Sassandra";"N/A";"DJAHA KOUAME H.";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BUYO";"BUYO";"Soubré";"Bas-Sassandra";"N/A";"GNAGO LEGRE ALAIN";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DAPEOUA";"DAPEOUA";"Soubré";"Bas-Sassandra";"N/A";"TOAN BI YOUO B.";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BUYO RAPHAELKRO";"BUYO RAPHAELKRO";"Soubré";"Bas-Sassandra";"N/A";"LOBOGNON GRAH BRICE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DOBRE";"DOBRE";"Soubré";"Bas-Sassandra";"N/A";"GUETAPE LAGO I.";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GADAGO";"GADAGO";"Soubré";"Bas-Sassandra";"N/A";"KOUAME KONAN S.";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GBAKAYO";"GBAKAYO";"Soubré";"Bas-Sassandra";"N/A";"ZERE JACQUES";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GBALEGUHE";"GBALEGUHE";"Soubré";"Bas-Sassandra";"N/A";"YAO KOUAKOU CLOVIS CLOVER";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GNIPI II";"GNIPI II";"Soubré";"Bas-Sassandra";"N/A";"KOUAKOU KOFFI";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GRAND ZATTRY";"GRAND ZATTRY";"Soubré";"Bas-Sassandra";"N/A";"SAWADOGO MANEGUISSOM - SILUE FANAFOHOUA";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ADJAMENE";"ADJAMENE";"Tabou";"Bas-Sassandra";"N/A";"HOUENI ZAGBOBRA ALEXIS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BEOUE / DJIROUTOU";"BEOUE / DJIROUTOU";"Tabou";"Bas-Sassandra";"N/A";"DJE KOUAME ACHILLE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BLIDOUBA";"BLIDOUBA";"Tabou";"Bas-Sassandra";"N/A";"BAZAR BERNARD";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DJAMANDIOKE";"DJAMANDIOKE";"Tabou";"Bas-Sassandra";"N/A";"YAO KOUAKOU MODESTE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DJOUROUTOU";"DJOUROUTOU";"Tabou";"Bas-Sassandra";"N/A";"GODI CONSTANT STANISLAS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DOGBO";"DOGBO";"Tabou";"Bas-Sassandra";"N/A";"KAMBIRE KPARKITE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GNATO";"GNATO";"Tabou";"Bas-Sassandra";"N/A";"KABRE EMILE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GNEPASSO";"GNEPASSO";"Tabou";"Bas-Sassandra";"N/A";"N'CHO MORIE PARFAIT";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de GRABO";"GRABO";"Tabou";"Bas-Sassandra";"N/A";"GNONSON BONI NEBALY DOMINIQUE - AVI BEUGRE MARTIAL OLIVIER - MIDIME  KRA BERNARD";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de ATTIEGOUAKRO";"ATTIEGOUAKRO";"Yamoussoukro";"Yamoussoukro";"N/A";"KOFFI N'GUESSAN RAYMOND";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BAZRE";"BAZRE";"Yamoussoukro";"Yamoussoukro";"N/A";"SARO SIDIBE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BENGASSOU";"BENGASSOU";"Yamoussoukro";"Yamoussoukro";"N/A";"YAO KOFFI AKROU ETIENNE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BLEANIANDA / BOCANDA";"BLEANIANDA / BOCANDA";"Yamoussoukro";"Yamoussoukro";"N/A";"N'GORAN KONAN JEAN RAPHAEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BLEANIANDA / DIEGONEFLA";"BLEANIANDA / DIEGONEFLA";"Yamoussoukro";"Yamoussoukro";"N/A";"KONAN CONSTANTIN ZE SERGE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BOCANDA";"BOCANDA";"Yamoussoukro";"Yamoussoukro";"N/A";"ZIMBRIL BROU OLIVIER - BANDAMAN KOUAME HONORE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BOLIGARE";"BOLIGARE";"Yamoussoukro";"Yamoussoukro";"N/A";"KOUABLAN EDOUKOU FULBERT  / KOUAKOU KOUAME JEAN MARIE";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BRONDA";"BRONDA";"Yamoussoukro";"Yamoussoukro";"N/A";"SERI ORO FRANCIS";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de BROUZAN";"BROUZAN";"Yamoussoukro";"Yamoussoukro";"N/A";"AYE KOUASSI EMMANUEL";"Oui"
"Côte d'Ivoire";"Assemblée de Dieu de DIDIEVI";"DIDIEVI";"Yamoussoukro";"Yamoussoukro";"N/A";"BAGNAE BRUNO - KOUAME KONAN SYLVAIN";"Oui"
